,input,sensor_type,image_size,resolution_(DPI),nfiq1_quality,nfiq2_quality,minutiae_sourceafis,minutiae_mindtct_m1=0,minutiae_mindtct_m1=1,minutiae_fingerjet
2627,_home_Analise_digitais_2004_DB3_80_80_7,thermal sweeping sensor Atmel,300x480,512,1,58,41,89,89,80
2628,_home_Analise_digitais_2004_DB3_85_85_5,thermal sweeping sensor Atmel,300x480,512,2,45,42,81,81,71
2629,_home_Analise_digitais_2004_DB2_26_26_7,optical sensor Digital Persona,328x364,500,3,35,53,101,101,91
2630,_home_Analise_digitais_2004_DB1_12_12_1,optical sensor CrossMatch,640x480,500,2,27,31,50,50,57
2631,_home_Analise_digitais_2004_DB1_69_69_2,optical sensor CrossMatch,640x480,500,2,30,25,44,44,32
2632,_home_Analise_digitais_2004_DB4_79_79_5,synthetic fingerprint generation,288x384,500,2,45,23,34,34,45
2633,_home_Analise_digitais_2004_DB1_70_70_1,optical sensor CrossMatch,640x480,500,1,39,34,65,65,62
2634,_home_Analise_digitais_2004_DB3_90_90_2,thermal sweeping sensor Atmel,300x480,512,3,31,85,137,137,139
2635,_home_Analise_digitais_2004_DB2_74_74_7,optical sensor Digital Persona,328x364,500,1,37,29,52,52,36
2636,_home_Analise_digitais_2004_DB1_25_25_8,optical sensor CrossMatch,640x480,500,1,49,35,68,68,46
2637,_home_Analise_digitais_2004_DB1_94_94_2,optical sensor CrossMatch,640x480,500,2,22,21,42,42,28
2638,_home_Analise_digitais_2004_DB3_104_104_7,thermal sweeping sensor Atmel,300x480,512,3,38,35,83,83,95
2639,_home_Analise_digitais_2004_DB2_110_110_3,optical sensor Digital Persona,328x364,500,2,57,25,43,43,39
2640,_home_Analise_digitais_2004_DB3_82_82_8,thermal sweeping sensor Atmel,300x480,512,1,32,52,103,103,111
2641,_home_Analise_digitais_2004_DB3_18_18_4,thermal sweeping sensor Atmel,300x480,512,1,45,75,100,100,143
2642,_home_Analise_digitais_2004_DB1_56_56_6,optical sensor CrossMatch,640x480,500,2,49,25,50,50,44
2643,_home_Analise_digitais_2004_DB1_23_23_8,optical sensor CrossMatch,640x480,500,3,23,67,118,118,126
2644,_home_Analise_digitais_2004_DB4_105_105_5,synthetic fingerprint generation,288x384,500,1,45,31,62,62,54
2645,_home_Analise_digitais_2004_DB2_77_77_5,optical sensor Digital Persona,328x364,500,2,47,25,51,51,36
2646,_home_Analise_digitais_2004_DB2_49_49_8,optical sensor Digital Persona,328x364,500,3,28,16,28,28,36
2647,_home_Analise_digitais_2004_DB4_79_79_8,synthetic fingerprint generation,288x384,500,2,49,22,27,27,31
2648,_home_Analise_digitais_2004_DB4_66_66_8,synthetic fingerprint generation,288x384,500,1,48,41,58,58,54
2649,_home_Analise_digitais_2004_DB3_101_101_8,thermal sweeping sensor Atmel,300x480,512,2,25,77,81,81,105
2650,_home_Analise_digitais_2004_DB2_46_46_5,optical sensor Digital Persona,328x364,500,2,13,22,39,39,35
2651,_home_Analise_digitais_2004_DB2_108_108_1,optical sensor Digital Persona,328x364,500,2,45,31,58,58,36
2652,_home_Analise_digitais_2004_DB1_34_34_1,optical sensor CrossMatch,640x480,500,2,42,24,36,36,27
2653,_home_Analise_digitais_2004_DB4_71_71_8,synthetic fingerprint generation,288x384,500,2,46,29,36,36,41
2654,_home_Analise_digitais_2004_DB4_62_62_7,synthetic fingerprint generation,288x384,500,2,37,38,49,49,54
2655,_home_Analise_digitais_2004_DB1_63_63_6,optical sensor CrossMatch,640x480,500,1,48,40,60,60,62
2656,_home_Analise_digitais_2004_DB2_10_10_2,optical sensor Digital Persona,328x364,500,2,52,36,57,57,54
2657,_home_Analise_digitais_2004_DB1_83_83_8,optical sensor CrossMatch,640x480,500,2,51,47,82,82,106
2658,_home_Analise_digitais_2004_DB1_109_109_5,optical sensor CrossMatch,640x480,500,1,50,39,50,50,41
2659,_home_Analise_digitais_2004_DB1_95_95_5,optical sensor CrossMatch,640x480,500,1,59,34,59,59,63
2660,_home_Analise_digitais_2004_DB2_104_104_1,optical sensor Digital Persona,328x364,500,2,42,33,53,53,47
2661,_home_Analise_digitais_2004_DB1_50_50_4,optical sensor CrossMatch,640x480,500,1,53,35,65,65,76
2662,_home_Analise_digitais_2004_DB1_78_78_4,optical sensor CrossMatch,640x480,500,1,45,31,71,71,69
2663,_home_Analise_digitais_2004_DB1_96_96_8,optical sensor CrossMatch,640x480,500,4,12,100,125,125,214
2664,_home_Analise_digitais_2004_DB4_16_16_2,synthetic fingerprint generation,288x384,500,1,42,64,83,83,99
2665,_home_Analise_digitais_2004_DB3_94_94_7,thermal sweeping sensor Atmel,300x480,512,4,27,63,113,113,120
2666,_home_Analise_digitais_2004_DB1_90_90_2,optical sensor CrossMatch,640x480,500,2,25,24,33,33,37
2667,_home_Analise_digitais_2004_DB3_51_51_3,thermal sweeping sensor Atmel,300x480,512,1,56,40,69,69,62
2668,_home_Analise_digitais_2004_DB1_89_89_5,optical sensor CrossMatch,640x480,500,2,29,33,42,42,51
2669,_home_Analise_digitais_2004_DB1_21_21_1,optical sensor CrossMatch,640x480,500,1,37,25,54,54,44
2670,_home_Analise_digitais_2004_DB4_84_84_2,synthetic fingerprint generation,288x384,500,1,34,33,36,36,39
2671,_home_Analise_digitais_2004_DB4_86_86_4,synthetic fingerprint generation,288x384,500,3,6,38,66,66,87
2672,_home_Analise_digitais_2004_DB2_101_101_8,optical sensor Digital Persona,328x364,500,3,42,24,33,33,28
2673,_home_Analise_digitais_2004_DB1_13_13_3,optical sensor CrossMatch,640x480,500,3,49,28,49,49,50
2674,_home_Analise_digitais_2004_DB1_28_28_3,optical sensor CrossMatch,640x480,500,1,48,51,85,85,76
2675,_home_Analise_digitais_2004_DB3_35_35_6,thermal sweeping sensor Atmel,300x480,512,2,39,48,89,89,110
2676,_home_Analise_digitais_2004_DB2_33_33_7,optical sensor Digital Persona,328x364,500,3,7,33,42,42,40
2677,_home_Analise_digitais_2004_DB2_49_49_3,optical sensor Digital Persona,328x364,500,2,42,23,35,35,30
2678,_home_Analise_digitais_2004_DB4_80_80_2,synthetic fingerprint generation,288x384,500,2,27,28,47,47,53
2679,_home_Analise_digitais_2004_DB2_53_53_6,optical sensor Digital Persona,328x364,500,3,4,29,43,43,32
2680,_home_Analise_digitais_2004_DB1_56_56_1,optical sensor CrossMatch,640x480,500,2,48,35,49,49,67
2681,_home_Analise_digitais_2004_DB4_77_77_8,synthetic fingerprint generation,288x384,500,2,28,43,50,50,64
2682,_home_Analise_digitais_2004_DB4_32_32_8,synthetic fingerprint generation,288x384,500,1,48,36,48,48,46
2683,_home_Analise_digitais_2004_DB4_19_19_4,synthetic fingerprint generation,288x384,500,1,45,36,64,64,64
2684,_home_Analise_digitais_2004_DB3_16_16_4,thermal sweeping sensor Atmel,300x480,512,1,44,66,105,105,104
2685,_home_Analise_digitais_2004_DB4_92_92_5,synthetic fingerprint generation,288x384,500,2,26,32,46,46,57
2686,_home_Analise_digitais_2004_DB3_44_44_3,thermal sweeping sensor Atmel,300x480,512,3,23,68,109,109,133
2687,_home_Analise_digitais_2004_DB2_68_68_4,optical sensor Digital Persona,328x364,500,2,38,19,47,47,33
2688,_home_Analise_digitais_2004_DB2_56_56_7,optical sensor Digital Persona,328x364,500,3,16,29,43,43,45
2689,_home_Analise_digitais_2004_DB4_60_60_8,synthetic fingerprint generation,288x384,500,1,13,50,57,57,77
2690,_home_Analise_digitais_2004_DB2_87_87_5,optical sensor Digital Persona,328x364,500,2,37,24,33,33,29
2691,_home_Analise_digitais_2004_DB4_2_2_7,synthetic fingerprint generation,288x384,500,2,37,34,38,38,36
2692,_home_Analise_digitais_2004_DB1_39_39_4,optical sensor CrossMatch,640x480,500,3,24,36,49,49,71
2693,_home_Analise_digitais_2004_DB2_98_98_1,optical sensor Digital Persona,328x364,500,1,46,51,70,70,72
2694,_home_Analise_digitais_2004_DB4_43_43_7,synthetic fingerprint generation,288x384,500,2,35,24,35,35,28
2695,_home_Analise_digitais_2004_DB4_104_104_1,synthetic fingerprint generation,288x384,500,1,34,33,54,54,58
2696,_home_Analise_digitais_2004_DB4_21_21_3,synthetic fingerprint generation,288x384,500,2,36,17,28,28,23
2697,_home_Analise_digitais_2004_DB1_87_87_3,optical sensor CrossMatch,640x480,500,2,61,40,60,60,49
2698,_home_Analise_digitais_2004_DB1_102_102_1,optical sensor CrossMatch,640x480,500,2,30,15,38,38,23
2699,_home_Analise_digitais_2004_DB1_108_108_8,optical sensor CrossMatch,640x480,500,1,32,78,95,95,124
2700,_home_Analise_digitais_2004_DB4_88_88_5,synthetic fingerprint generation,288x384,500,1,32,33,51,51,68
2701,_home_Analise_digitais_2004_DB4_101_101_4,synthetic fingerprint generation,288x384,500,3,1,72,101,101,207
2702,_home_Analise_digitais_2004_DB1_109_109_2,optical sensor CrossMatch,640x480,500,3,2,12,28,28,24
2703,_home_Analise_digitais_2004_DB1_25_25_5,optical sensor CrossMatch,640x480,500,1,55,42,66,66,54
2704,_home_Analise_digitais_2004_DB2_48_48_6,optical sensor Digital Persona,328x364,500,2,45,34,46,46,47
2705,_home_Analise_digitais_2004_DB4_107_107_4,synthetic fingerprint generation,288x384,500,2,41,25,33,33,28
2706,_home_Analise_digitais_2004_DB3_69_69_4,thermal sweeping sensor Atmel,300x480,512,3,23,95,148,148,212
2707,_home_Analise_digitais_2004_DB4_22_22_6,synthetic fingerprint generation,288x384,500,1,19,39,55,55,45
2708,_home_Analise_digitais_2004_DB2_35_35_3,optical sensor Digital Persona,328x364,500,2,26,38,66,66,79
2709,_home_Analise_digitais_2004_DB2_57_57_5,optical sensor Digital Persona,328x364,500,2,32,41,70,70,59
2710,_home_Analise_digitais_2004_DB1_51_51_2,optical sensor CrossMatch,640x480,500,1,58,59,86,86,73
2711,_home_Analise_digitais_2004_DB2_49_49_5,optical sensor Digital Persona,328x364,500,2,47,24,46,46,43
2712,_home_Analise_digitais_2004_DB4_84_84_4,synthetic fingerprint generation,288x384,500,3,7,26,35,35,53
2713,_home_Analise_digitais_2004_DB1_28_28_7,optical sensor CrossMatch,640x480,500,1,53,57,81,81,86
2714,_home_Analise_digitais_2004_DB4_4_4_5,synthetic fingerprint generation,288x384,500,1,28,56,88,88,109
2715,_home_Analise_digitais_2004_DB2_84_84_5,optical sensor Digital Persona,328x364,500,2,21,40,64,64,62
2716,_home_Analise_digitais_2004_DB2_94_94_8,optical sensor Digital Persona,328x364,500,3,18,92,134,134,156
2717,_home_Analise_digitais_2004_DB2_43_43_7,optical sensor Digital Persona,328x364,500,2,50,46,66,66,62
2718,_home_Analise_digitais_2004_DB4_55_55_8,synthetic fingerprint generation,288x384,500,2,27,35,48,48,56
2719,_home_Analise_digitais_2004_DB3_96_96_3,thermal sweeping sensor Atmel,300x480,512,4,16,101,148,148,244
2720,_home_Analise_digitais_2004_DB4_65_65_7,synthetic fingerprint generation,288x384,500,5,5,38,60,60,69
2721,_home_Analise_digitais_2004_DB1_40_40_7,optical sensor CrossMatch,640x480,500,1,38,37,77,77,60
2722,_home_Analise_digitais_2004_DB4_21_21_4,synthetic fingerprint generation,288x384,500,2,20,23,59,59,46
2723,_home_Analise_digitais_2004_DB3_3_3_4,thermal sweeping sensor Atmel,300x480,512,1,50,64,88,88,100
2724,_home_Analise_digitais_2004_DB2_8_8_2,optical sensor Digital Persona,328x364,500,3,16,20,32,32,30
2725,_home_Analise_digitais_2004_DB2_15_15_7,optical sensor Digital Persona,328x364,500,3,21,22,52,52,0
2726,_home_Analise_digitais_2004_DB2_82_82_1,optical sensor Digital Persona,328x364,500,3,37,52,58,58,67
2727,_home_Analise_digitais_2004_DB4_102_102_1,synthetic fingerprint generation,288x384,500,1,50,63,86,86,79
2728,_home_Analise_digitais_2004_DB1_46_46_6,optical sensor CrossMatch,640x480,500,2,58,38,53,53,51
2729,_home_Analise_digitais_2004_DB4_18_18_1,synthetic fingerprint generation,288x384,500,1,39,33,59,59,53
2730,_home_Analise_digitais_2004_DB4_68_68_3,synthetic fingerprint generation,288x384,500,1,22,20,50,50,57
2731,_home_Analise_digitais_2004_DB4_107_107_5,synthetic fingerprint generation,288x384,500,2,33,24,39,39,29
2732,_home_Analise_digitais_2004_DB2_60_60_3,optical sensor Digital Persona,328x364,500,2,34,32,62,62,60
2733,_home_Analise_digitais_2004_DB4_9_9_1,synthetic fingerprint generation,288x384,500,2,29,21,49,49,34
2734,_home_Analise_digitais_2004_DB3_74_74_7,thermal sweeping sensor Atmel,300x480,512,3,32,72,111,111,121
2735,_home_Analise_digitais_2004_DB2_53_53_4,optical sensor Digital Persona,328x364,500,3,19,35,51,51,46
2736,_home_Analise_digitais_2004_DB1_54_54_3,optical sensor CrossMatch,640x480,500,2,57,36,58,58,52
2737,_home_Analise_digitais_2004_DB4_82_82_5,synthetic fingerprint generation,288x384,500,1,41,32,47,47,48
2738,_home_Analise_digitais_2004_DB3_39_39_8,thermal sweeping sensor Atmel,300x480,512,1,54,59,89,89,120
2739,_home_Analise_digitais_2004_DB4_49_49_2,synthetic fingerprint generation,288x384,500,1,48,42,63,63,64
2740,_home_Analise_digitais_2004_DB3_78_78_4,thermal sweeping sensor Atmel,300x480,512,2,50,52,79,79,77
2741,_home_Analise_digitais_2004_DB3_92_92_1,thermal sweeping sensor Atmel,300x480,512,2,36,62,82,82,76
2742,_home_Analise_digitais_2004_DB4_13_13_8,synthetic fingerprint generation,288x384,500,2,17,54,76,76,110
2743,_home_Analise_digitais_2004_DB2_95_95_8,optical sensor Digital Persona,328x364,500,5,7,55,69,69,149
2744,_home_Analise_digitais_2004_DB2_76_76_3,optical sensor Digital Persona,328x364,500,1,45,40,58,58,58
2745,_home_Analise_digitais_2004_DB4_86_86_5,synthetic fingerprint generation,288x384,500,3,6,41,51,51,106
2746,_home_Analise_digitais_2004_DB2_52_52_4,optical sensor Digital Persona,328x364,500,3,25,23,43,43,39
2747,_home_Analise_digitais_2004_DB1_90_90_1,optical sensor CrossMatch,640x480,500,1,50,32,54,54,47
2748,_home_Analise_digitais_2004_DB4_57_57_5,synthetic fingerprint generation,288x384,500,2,40,34,50,50,52
2749,_home_Analise_digitais_2004_DB3_34_34_7,thermal sweeping sensor Atmel,300x480,512,4,18,89,144,144,190
2750,_home_Analise_digitais_2004_DB4_15_15_8,synthetic fingerprint generation,288x384,500,1,39,37,40,40,42
2751,_home_Analise_digitais_2004_DB1_28_28_8,optical sensor CrossMatch,640x480,500,1,34,48,76,76,75
2752,_home_Analise_digitais_2004_DB3_50_50_2,thermal sweeping sensor Atmel,300x480,512,1,51,44,72,72,86
2753,_home_Analise_digitais_2004_DB2_22_22_4,optical sensor Digital Persona,328x364,500,2,42,27,39,39,37
2754,_home_Analise_digitais_2004_DB3_26_26_5,thermal sweeping sensor Atmel,300x480,512,1,41,64,103,103,89
2755,_home_Analise_digitais_2004_DB4_95_95_8,synthetic fingerprint generation,288x384,500,2,19,47,87,87,125
2756,_home_Analise_digitais_2004_DB4_15_15_5,synthetic fingerprint generation,288x384,500,3,21,22,46,46,40
2757,_home_Analise_digitais_2004_DB1_4_4_7,optical sensor CrossMatch,640x480,500,3,19,29,60,60,88
2758,_home_Analise_digitais_2004_DB4_88_88_2,synthetic fingerprint generation,288x384,500,3,1,33,48,48,75
2759,_home_Analise_digitais_2004_DB2_50_50_5,optical sensor Digital Persona,328x364,500,3,37,22,42,42,44
2760,_home_Analise_digitais_2004_DB4_92_92_7,synthetic fingerprint generation,288x384,500,1,35,42,57,57,53
2761,_home_Analise_digitais_2004_DB3_30_30_7,thermal sweeping sensor Atmel,300x480,512,4,100,105,172,172,0
2762,_home_Analise_digitais_2004_DB3_109_109_4,thermal sweeping sensor Atmel,300x480,512,2,46,56,91,91,84
2763,_home_Analise_digitais_2004_DB4_47_47_2,synthetic fingerprint generation,288x384,500,2,11,30,52,52,88
2764,_home_Analise_digitais_2004_DB1_22_22_4,optical sensor CrossMatch,640x480,500,3,24,93,112,112,160
2765,_home_Analise_digitais_2004_DB3_19_19_7,thermal sweeping sensor Atmel,300x480,512,1,47,59,94,94,130
2766,_home_Analise_digitais_2004_DB1_62_62_2,optical sensor CrossMatch,640x480,500,3,19,31,43,43,62
2767,_home_Analise_digitais_2004_DB4_9_9_4,synthetic fingerprint generation,288x384,500,2,31,21,30,30,24
2768,_home_Analise_digitais_2004_DB2_23_23_8,optical sensor Digital Persona,328x364,500,5,7,63,46,46,104
2769,_home_Analise_digitais_2004_DB3_109_109_7,thermal sweeping sensor Atmel,300x480,512,1,49,60,102,102,84
2770,_home_Analise_digitais_2004_DB2_29_29_8,optical sensor Digital Persona,328x364,500,3,14,44,70,70,110
2771,_home_Analise_digitais_2004_DB4_44_44_1,synthetic fingerprint generation,288x384,500,2,28,26,29,29,32
2772,_home_Analise_digitais_2004_DB4_25_25_4,synthetic fingerprint generation,288x384,500,1,36,39,56,56,48
2773,_home_Analise_digitais_2004_DB1_3_3_8,optical sensor CrossMatch,640x480,500,3,33,49,79,79,89
2774,_home_Analise_digitais_2004_DB1_1_1_1,optical sensor CrossMatch,640x480,500,3,25,37,46,46,65
2775,_home_Analise_digitais_2004_DB4_40_40_6,synthetic fingerprint generation,288x384,500,1,40,56,90,90,85
2776,_home_Analise_digitais_2004_DB1_52_52_2,optical sensor CrossMatch,640x480,500,3,9,28,40,40,64
2777,_home_Analise_digitais_2004_DB3_34_34_3,thermal sweeping sensor Atmel,300x480,512,1,24,52,78,78,90
2778,_home_Analise_digitais_2004_DB4_89_89_2,synthetic fingerprint generation,288x384,500,2,40,27,52,52,45
2779,_home_Analise_digitais_2004_DB2_70_70_8,optical sensor Digital Persona,328x364,500,2,27,36,78,78,108
2780,_home_Analise_digitais_2004_DB1_65_65_2,optical sensor CrossMatch,640x480,500,2,37,25,47,47,38
2781,_home_Analise_digitais_2004_DB3_34_34_2,thermal sweeping sensor Atmel,300x480,512,3,17,66,70,70,80
2782,_home_Analise_digitais_2004_DB1_105_105_4,optical sensor CrossMatch,640x480,500,2,39,40,74,74,96
2783,_home_Analise_digitais_2004_DB3_102_102_6,thermal sweeping sensor Atmel,300x480,512,2,23,43,69,69,76
2784,_home_Analise_digitais_2004_DB4_86_86_1,synthetic fingerprint generation,288x384,500,2,15,31,43,43,75
2785,_home_Analise_digitais_2004_DB2_9_9_3,optical sensor Digital Persona,328x364,500,2,49,22,43,43,30
2786,_home_Analise_digitais_2004_DB3_39_39_4,thermal sweeping sensor Atmel,300x480,512,1,43,66,96,96,103
2787,_home_Analise_digitais_2004_DB2_40_40_6,optical sensor Digital Persona,328x364,500,1,46,28,49,49,41
2788,_home_Analise_digitais_2004_DB4_96_96_8,synthetic fingerprint generation,288x384,500,1,41,34,45,45,46
2789,_home_Analise_digitais_2004_DB4_38_38_3,synthetic fingerprint generation,288x384,500,1,41,46,60,60,70
2790,_home_Analise_digitais_2004_DB1_100_100_7,optical sensor CrossMatch,640x480,500,2,25,44,62,62,95
2791,_home_Analise_digitais_2004_DB1_4_4_2,optical sensor CrossMatch,640x480,500,1,39,28,47,47,50
2792,_home_Analise_digitais_2004_DB3_87_87_3,thermal sweeping sensor Atmel,300x480,512,1,37,34,95,95,86
2793,_home_Analise_digitais_2004_DB1_59_59_4,optical sensor CrossMatch,640x480,500,2,56,58,61,61,60
2794,_home_Analise_digitais_2004_DB2_97_97_3,optical sensor Digital Persona,328x364,500,5,4,103,132,132,0
2795,_home_Analise_digitais_2004_DB2_84_84_7,optical sensor Digital Persona,328x364,500,3,6,3,34,34,7
2796,_home_Analise_digitais_2004_DB4_8_8_4,synthetic fingerprint generation,288x384,500,2,38,25,37,37,44
2797,_home_Analise_digitais_2004_DB4_64_64_3,synthetic fingerprint generation,288x384,500,2,39,21,53,53,45
2798,_home_Analise_digitais_2004_DB2_52_52_7,optical sensor Digital Persona,328x364,500,2,31,28,40,40,39
2799,_home_Analise_digitais_2004_DB1_48_48_3,optical sensor CrossMatch,640x480,500,2,61,33,53,53,48
2800,_home_Analise_digitais_2004_DB1_105_105_7,optical sensor CrossMatch,640x480,500,1,54,41,65,65,68
2801,_home_Analise_digitais_2004_DB1_85_85_4,optical sensor CrossMatch,640x480,500,2,58,27,43,43,37
2802,_home_Analise_digitais_2004_DB4_13_13_5,synthetic fingerprint generation,288x384,500,1,38,43,66,66,62
2803,_home_Analise_digitais_2004_DB1_85_85_6,optical sensor CrossMatch,640x480,500,2,51,22,45,45,44
2804,_home_Analise_digitais_2004_DB1_55_55_8,optical sensor CrossMatch,640x480,500,1,42,41,89,89,40
2805,_home_Analise_digitais_2004_DB3_44_44_4,thermal sweeping sensor Atmel,300x480,512,3,10,37,72,72,115
2806,_home_Analise_digitais_2004_DB1_2_2_7,optical sensor CrossMatch,640x480,500,2,8,29,47,47,63
2807,_home_Analise_digitais_2004_DB4_71_71_3,synthetic fingerprint generation,288x384,500,1,51,38,59,59,53
2808,_home_Analise_digitais_2004_DB2_82_82_6,optical sensor Digital Persona,328x364,500,2,51,49,61,61,68
2809,_home_Analise_digitais_2004_DB1_47_47_1,optical sensor CrossMatch,640x480,500,2,41,29,43,43,42
2810,_home_Analise_digitais_2004_DB4_55_55_1,synthetic fingerprint generation,288x384,500,2,23,20,40,40,61
2811,_home_Analise_digitais_2004_DB2_24_24_4,optical sensor Digital Persona,328x364,500,1,31,44,63,63,62
2812,_home_Analise_digitais_2004_DB4_97_97_6,synthetic fingerprint generation,288x384,500,3,28,30,41,41,55
2813,_home_Analise_digitais_2004_DB3_109_109_2,thermal sweeping sensor Atmel,300x480,512,1,50,52,103,103,92
2814,_home_Analise_digitais_2004_DB1_40_40_1,optical sensor CrossMatch,640x480,500,2,37,34,59,59,69
2815,_home_Analise_digitais_2004_DB1_7_7_8,optical sensor CrossMatch,640x480,500,3,49,69,101,101,85
2816,_home_Analise_digitais_2004_DB3_63_63_2,thermal sweeping sensor Atmel,300x480,512,1,53,52,94,94,71
2817,_home_Analise_digitais_2004_DB3_29_29_4,thermal sweeping sensor Atmel,300x480,512,1,43,63,109,109,107
2818,_home_Analise_digitais_2004_DB1_104_104_6,optical sensor CrossMatch,640x480,500,1,47,30,60,60,41
2819,_home_Analise_digitais_2004_DB1_75_75_6,optical sensor CrossMatch,640x480,500,1,40,38,64,64,52
2820,_home_Analise_digitais_2004_DB1_4_4_6,optical sensor CrossMatch,640x480,500,3,17,39,55,55,91
2821,_home_Analise_digitais_2004_DB1_17_17_7,optical sensor CrossMatch,640x480,500,2,36,25,47,47,42
2822,_home_Analise_digitais_2004_DB3_48_48_8,thermal sweeping sensor Atmel,300x480,512,4,32,71,139,139,115
2823,_home_Analise_digitais_2004_DB2_13_13_7,optical sensor Digital Persona,328x364,500,3,10,42,55,55,61
2824,_home_Analise_digitais_2004_DB2_77_77_3,optical sensor Digital Persona,328x364,500,2,41,26,53,53,48
2825,_home_Analise_digitais_2004_DB1_64_64_7,optical sensor CrossMatch,640x480,500,1,38,35,70,70,67
2826,_home_Analise_digitais_2004_DB1_10_10_7,optical sensor CrossMatch,640x480,500,1,32,29,80,80,58
2827,_home_Analise_digitais_2004_DB1_62_62_5,optical sensor CrossMatch,640x480,500,1,54,47,62,62,64
2828,_home_Analise_digitais_2004_DB3_20_20_7,thermal sweeping sensor Atmel,300x480,512,4,26,73,138,138,192
2829,_home_Analise_digitais_2004_DB2_61_61_1,optical sensor Digital Persona,328x364,500,3,4,23,26,26,14
2830,_home_Analise_digitais_2004_DB4_106_106_4,synthetic fingerprint generation,288x384,500,2,36,34,42,42,75
2831,_home_Analise_digitais_2004_DB1_10_10_8,optical sensor CrossMatch,640x480,500,1,24,73,114,114,104
2832,_home_Analise_digitais_2004_DB4_42_42_3,synthetic fingerprint generation,288x384,500,3,13,34,29,29,36
2833,_home_Analise_digitais_2004_DB2_45_45_4,optical sensor Digital Persona,328x364,500,3,36,21,23,23,24
2834,_home_Analise_digitais_2004_DB2_60_60_2,optical sensor Digital Persona,328x364,500,2,15,31,42,42,35
2835,_home_Analise_digitais_2004_DB2_4_4_6,optical sensor Digital Persona,328x364,500,1,44,35,50,50,55
2836,_home_Analise_digitais_2004_DB2_85_85_2,optical sensor Digital Persona,328x364,500,5,9,9,25,25,9
2837,_home_Analise_digitais_2004_DB4_16_16_6,synthetic fingerprint generation,288x384,500,2,40,39,48,48,62
2838,_home_Analise_digitais_2004_DB4_1_1_7,synthetic fingerprint generation,288x384,500,2,41,24,43,43,52
2839,_home_Analise_digitais_2004_DB2_49_49_7,optical sensor Digital Persona,328x364,500,5,27,43,51,51,98
2840,_home_Analise_digitais_2004_DB4_15_15_7,synthetic fingerprint generation,288x384,500,1,49,28,60,60,40
2841,_home_Analise_digitais_2004_DB4_43_43_5,synthetic fingerprint generation,288x384,500,2,47,22,33,33,33
2842,_home_Analise_digitais_2004_DB1_97_97_6,optical sensor CrossMatch,640x480,500,1,48,26,50,50,43
2843,_home_Analise_digitais_2004_DB2_37_37_8,optical sensor Digital Persona,328x364,500,2,32,36,59,59,46
2844,_home_Analise_digitais_2004_DB4_14_14_2,synthetic fingerprint generation,288x384,500,2,9,30,49,49,82
2845,_home_Analise_digitais_2004_DB1_22_22_3,optical sensor CrossMatch,640x480,500,1,48,61,95,95,79
2846,_home_Analise_digitais_2004_DB3_8_8_1,thermal sweeping sensor Atmel,300x480,512,1,49,46,85,85,61
2847,_home_Analise_digitais_2004_DB2_76_76_7,optical sensor Digital Persona,328x364,500,2,34,29,48,48,27
2848,_home_Analise_digitais_2004_DB3_103_103_1,thermal sweeping sensor Atmel,300x480,512,4,36,61,95,95,81
2849,_home_Analise_digitais_2004_DB4_18_18_2,synthetic fingerprint generation,288x384,500,1,22,44,62,62,77
2850,_home_Analise_digitais_2004_DB4_61_61_5,synthetic fingerprint generation,288x384,500,3,27,24,36,36,46
2851,_home_Analise_digitais_2004_DB1_49_49_4,optical sensor CrossMatch,640x480,500,1,47,45,67,67,76
2852,_home_Analise_digitais_2004_DB3_34_34_4,thermal sweeping sensor Atmel,300x480,512,3,26,57,90,90,109
2853,_home_Analise_digitais_2004_DB1_58_58_2,optical sensor CrossMatch,640x480,500,2,47,35,46,46,37
2854,_home_Analise_digitais_2004_DB2_26_26_2,optical sensor Digital Persona,328x364,500,2,50,41,62,62,61
2855,_home_Analise_digitais_2004_DB1_100_100_2,optical sensor CrossMatch,640x480,500,1,51,50,65,65,70
2856,_home_Analise_digitais_2004_DB3_75_75_3,thermal sweeping sensor Atmel,300x480,512,1,48,55,93,93,93
2857,_home_Analise_digitais_2004_DB4_56_56_8,synthetic fingerprint generation,288x384,500,1,33,48,64,64,53
2858,_home_Analise_digitais_2004_DB3_63_63_4,thermal sweeping sensor Atmel,300x480,512,1,56,64,117,117,96
2859,_home_Analise_digitais_2004_DB2_20_20_5,optical sensor Digital Persona,328x364,500,2,48,25,51,51,47
2860,_home_Analise_digitais_2004_DB2_96_96_8,optical sensor Digital Persona,328x364,500,1,35,39,79,79,73
2861,_home_Analise_digitais_2004_DB4_22_22_5,synthetic fingerprint generation,288x384,500,3,14,43,74,74,101
2862,_home_Analise_digitais_2004_DB3_61_61_5,thermal sweeping sensor Atmel,300x480,512,2,47,59,81,81,113
2863,_home_Analise_digitais_2004_DB3_36_36_7,thermal sweeping sensor Atmel,300x480,512,1,35,69,112,112,118
2864,_home_Analise_digitais_2004_DB2_35_35_5,optical sensor Digital Persona,328x364,500,2,21,33,53,53,51
2865,_home_Analise_digitais_2004_DB2_4_4_8,optical sensor Digital Persona,328x364,500,3,24,44,74,74,110
2866,_home_Analise_digitais_2004_DB3_3_3_8,thermal sweeping sensor Atmel,300x480,512,2,48,49,80,80,77
2867,_home_Analise_digitais_2004_DB3_75_75_6,thermal sweeping sensor Atmel,300x480,512,3,25,67,98,98,109
